signature,r_raw,r_axis,r_residual,n,r_residual_refit
SIG_HALLMARK_ALLOGRAFT_REJECTION,0.4738144258578802,-0.08862889256231835,0.4889311579958777,943,0.5089975758498143
SIG_HALLMARK_ANGIOGENESIS,0.4143339260599359,-0.03143014932650849,0.4643980327314929,943,0.5058821617096632
SIG_HALLMARK_COAGULATION,0.4751554016457186,0.011506473388334883,0.41642384213173145,943,0.4720190946689442
SIG_HALLMARK_COMPLEMENT,0.3549028644310554,-0.047083204930110575,0.3874502965169905,943,0.4755733096012025
SIG_HALLMARK_E2F_TARGETS,0.6303794845395364,0.06775613798186061,0.4463700257024094,943,0.5262999356576843
SIG_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.46448286540651357,-0.01492177358769713,0.4957918438017919,943,0.5168251728790734
SIG_HALLMARK_G2M_CHECKPOINT,0.5907344343182265,0.07354248834051615,0.4208343842705458,943,0.5179798230235695
SIG_HALLMARK_HYPOXIA,0.3252148769790253,0.0609234986907183,0.3210308756896771,943,0.44592513321437666
SIG_HALLMARK_IL2_STAT5_SIGNALING,0.28142420146724334,0.016079901993045282,0.3272049588521899,943,0.4277591311834744
SIG_HALLMARK_IL6_JAK_STAT3_SIGNALING,0.40924363067602887,-0.07796312418915988,0.4585980151596066,943,0.5071420097231967
SIG_HALLMARK_INFLAMMATORY_RESPONSE,0.4145234869845764,-0.07756116174076687,0.46112433326199276,943,0.4992868262616239
SIG_HALLMARK_INTERFERON_ALPHA_RESPONSE,0.3814462556643886,-0.07777875514425475,0.37325721806224677,943,0.435626711843461
SIG_HALLMARK_INTERFERON_GAMMA_RESPONSE,0.4246505451834062,-0.08159304112555633,0.4429885257832519,943,0.4901814134092919
SIG_HALLMARK_MYC_TARGETS_V1,0.5361281657093282,0.04897868994921995,0.34418040376626585,943,0.40471064666848
SIG_HALLMARK_TGF_BETA_SIGNALING,0.23042987057950237,0.06660278023954254,0.2593872993125426,943,0.4286720368994411
SIG_HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.35509801977025623,-0.0618927179677257,0.43011584532615854,943,0.4682784099082865
